entrez,pval,fc
10964,1.25834438389194e-219,2.08118416230831
1434,1.02958972687939e-218,1.5876998834836
55704,1.06330268769551e-217,1.96997201826056
83666,6.61628591533655e-217,1.64650403842278
26046,2.79814550272938e-216,2.19594050016081
253461,5.80917674909235e-215,1.65718354365512
55914,5.63736757360465e-214,1.53686311566251
55660,6.476291371920181e-214,1.6213401537502
54431,1.23004829827968e-208,1.60282473633679
51191,4.77716009967158e-208,2.25813734671288
3434,5.9449796713613685e-208,2.05107346133211
7267,1.62366637849224e-207,1.76256642092551
23469,2.8525427491999398e-207,2.19613500812115
394,3.2906043496795596e-207,2.08634465818876
23527,3.66851936268751e-207,1.62140850737355
26278,2.63811088424564e-205,1.93006076459336
7153,8.714723682339079e-204,1.78535116245887
56987,9.220238925038801e-204,1.67472657021385
6526,4.694651735482081e-203,1.55059736404635
10346,3.61311280963896e-199,1.95718582757882
9821,3.17741020806666e-197,1.90635402832896
1063,4.2701381385055924e-196,2.19169229800845
4976,1.39607614745342e-194,1.95016639287936
4683,2.04317918776632e-193,1.97040082561117
5610,6.76976571310423e-190,1.78649173788514
158471,1.3165484886709e-189,2.09409517477777
5783,2.326681633666461e-188,1.73214281362775
7913,2.5871579394765e-188,1.41966820575432
55832,3.1533085894527507e-186,1.50053444474231
546,4.45861981253608e-186,2.16354473845843
54906,1.30596347608232e-184,1.81515796551179
5611,4.58415168441876e-184,1.52152776440087
6400,1.38167437053156e-183,1.38238810689091
54464,6.504024048865451e-183,2.23580789160491
26064,5.07173875798276e-181,1.55831534299782
6672,3.4098467827307304e-180,1.4562987094186
5358,3.46800307276143e-180,1.40571248033998
23347,4.29809734266608e-180,1.79453284961018
25831,9.47306580277941e-179,1.60437826127821
2635,4.30032568187165e-178,2.09241155730616
8467,4.39778627244884e-178,1.54355825723382
586,7.78886262143614e-177,1.44859384243702
9969,9.18896010090546e-177,1.64219794425879
545,9.716540370029419e-177,2.03380321057174
7003,6.93390456434768e-175,1.41607477840508
3320,3.8738795690046005e-174,1.87789155869953
259091,1.08800647318536e-173,1.88020900622087
1545,3.81861817164479e-173,1.34560241673531
9774,6.53161118326297e-173,1.78132659980452
10592,8.528054962025381e-173,1.94617120501656
558141,3.26097573904249e-171,2.04005876970486
57551,7.70531426219773e-170,1.58915845147246
56916,1.71969374250835e-169,1.80283540611173
11215,6.48021124676299e-169,1.90312591794853
9867,1.23123137802531e-168,1.73961401953026
9475,1.03096582115563e-167,2.04710722300354
324,2.1449273498457307e-167,2.19275105370288
9793,2.36883371089203e-167,1.49953976291389
9126,4.06133567717636e-166,1.93020460246992
1315,4.27796296830746e-165,1.44248145198017
120,6.265115099574111e-165,1.36013838992875
9857,6.34746013908706e-165,1.95451581492738
8239,2.18333007455267e-164,1.64059476922226
55023,3.1642285335021097e-164,1.77916774489558
79646,4.79248340908993e-164,1.56550631153272
285527,2.63844374380477e-163,1.83461835628722
10672,1.01257240746589e-162,1.81978333333022
10153,1.29228748389175e-162,1.90995121721883
5286,1.42862738191261e-162,2.04665927121164
1105,6.37166118808846e-162,1.97678869938704
3672,1.2899962151175602e-161,1.50236514166661
