#GeneSymbol,GeneName,GFOLD(0.01),E-FDR,log2fdc,1stRPKM,2ndRPKM
ENSG00000184304,PRKD1,0,1,0.127763,1400.19,1619.52
ENSG00000184313,#N/A,0,1,-0.593336,0,0
ENSG00000184319,#N/A,0,1,0.13469,565.334,657.64
ENSG00000184343,#N/A,0,1,0.406664,0,1.53654
ENSG00000184349,EFNA5,0,1,0.0153948,1316.92,1409.01
ENSG00000184357,#N/A,0,1,-1.59334,6.57365,1.53654
ENSG00000184361,#N/A,0,1,-0.593336,0,0
ENSG00000184368,#N/A,0,1,0.991627,0,3.07309
ENSG00000184374,#N/A,0,1,0.991627,0,3.07309
ENSG00000184384,MAML2,0,1,-0.0262319,2491.41,2589.08
ENSG00000184408,#N/A,0,1,0.991627,0,3.07309
ENSG00000184414,#N/A,0,1,-0.593336,0,0
ENSG00000184436,THAP7,0,1,0.285358,337.447,436.378
ENSG00000184454,#N/A,0,1,-0.593336,0,0
ENSG00000184481,FOXO4,0,1,0.530047,59.1629,92.1926
ENSG00000184489,PTP4A3,0,1,0.270343,131.473,169.02
ENSG00000184492,#N/A,0,1,-0.593336,0,0
ENSG00000184507,#N/A,0,1,1.40666,0,4.60963
ENSG00000184508,HDDC3,0,1,-0.390707,273.902,221.262
ENSG00000184517,ZFP1,0,1,0.165413,1178.87,1399.79
ENSG00000184523,#N/A,0,1,-1.07876,13.1473,6.14617
ENSG00000184524,#N/A,0,1,0.522141,10.9561,18.4385
ENSG00000184530,#N/A,0,1,-1.48642,26.2946,9.21926
ENSG00000184545,DUSP8,0,1,-0.107909,63.5453,62.9983
ENSG00000184557,SOCS3,0,1,-0.0730552,1213.93,1221.55
ENSG00000184574,#N/A,0,1,0.991627,0,3.07309
ENSG00000184575,XPOT,0,1,-0.0335658,18774.3,19406.5
ENSG00000184599,#N/A,0,1,-0.593336,0,0
ENSG00000184608,#N/A,0,1,-1.1783,4.38243,1.53654
ENSG00000184612,#N/A,0,1,-0.593336,6.57365,4.60963
ENSG00000184613,#N/A,0,1,0.117158,21.9122,26.1212
ENSG00000184616,#N/A,0,1,0.324202,17.5297,24.5847
ENSG00000184619,#N/A,0,1,-0.915264,8.76487,4.60963
ENSG00000184659,#N/A,0,1,-1.59334,2.19122,0
ENSG00000184669,#N/A,0,1,-1.59334,2.19122,0
ENSG00000184672,#N/A,0,1,-2.1783,4.38243,0
ENSG00000184677,ZBTB40,0,1,0.00493614,2283.25,2424.67
ENSG00000184698,#N/A,0,1,1.40666,0,4.60963
ENSG00000184708,EIF4ENIF1,0,1,0.159984,1343.22,1588.79
ENSG00000184709,#N/A,0,1,0.406664,0,1.53654
ENSG00000184716,#N/A,0,1,0.406664,4.38243,7.68272
ENSG00000184731,#N/A,0,1,-0.593336,0,0
ENSG00000184752,NDUFA12,0,1,-0.0149604,3685.63,3859.8
ENSG00000184774,#N/A,0,1,-0.593336,0,0
ENSG00000184787,UBE2G2,0,1,0.0756208,5955.73,6640.94
ENSG00000184788,#N/A,0,1,1.21402,10.9561,30.7309
ENSG00000184809,#N/A,0,1,0.991627,0,3.07309
ENSG00000184828,#N/A,0,1,-1.3303,8.76487,3.07309
ENSG00000184831,APOO,0,1,0.151817,1614.93,1899.17
ENSG00000184844,#N/A,0,1,-1.59334,2.19122,0
ENSG00000184845,#N/A,0,1,-1.81573,13.1473,3.07309
ENSG00000184856,#N/A,0,1,0.084736,8.76487,10.7558
ENSG00000184857,TMEM186,0,1,-0.103951,225.695,222.799
ENSG00000184897,H1-10,0,1,-0.0828399,1783.65,1782.39
ENSG00000184898,RBM43,0,1,0.118768,433.861,499.377
ENSG00000184900,SUMO3,0,1,0.00056216,5405.73,5722.09
ENSG00000184906,#N/A,0,1,-0.593336,2.19122,1.53654
ENSG00000184908,#N/A,0,1,-0.593336,0,0
ENSG00000184916,JAG2,0,1,-0.571641,142.429,101.412
ENSG00000184923,#N/A,0,1,0.14363,37.2507,44.5598
ENSG00000184933,#N/A,0,1,0.991627,0,3.07309
ENSG00000184937,WT1,0,1,0.270418,374.698,479.401
ENSG00000184939,ZFP90,0,1,0.0298536,2690.81,2907.14
ENSG00000184956,#N/A,0,1,-0.593336,0,0
ENSG00000184961,#N/A,0,1,-0.593336,2.19122,1.53654
ENSG00000184967,NOC4L,0,1,-0.14561,786.647,752.906
ENSG00000184979,USP18,0,1,0.168973,170.915,204.36
ENSG00000184983,NDUFA6,0,1,-0.0393302,1958.95,2017.48
ENSG00000184984,#N/A,0,1,1.40666,0,4.60963
ENSG00000184985,SORCS2,0,1,0.246199,205.974,259.676
ENSG00000184986,#N/A,0,1,0.728592,10.9561,21.5116
ENSG00000184988,#N/A,0,1,0.892091,8.76487,19.9751
ENSG00000184990,SIVA1,0,1,-0.120777,1196.4,1164.7
ENSG00000185000,DGAT1,0,1,0.189593,986.048,1190.82
ENSG00000185008,ROBO2,0,1,0.149838,810.75,952.657
ENSG00000185010,F8,0,1,-0.216366,313.344,285.797
ENSG00000185013,#N/A,0,1,0.406664,0,1.53654
ENSG00000185019,UBOX5,0,1,-0.121267,1016.72,989.534
ENSG00000185022,MAFF,0,1,-0.152316,1113.14,1060.21
ENSG00000185024,BRF1,0,1,0.112653,1091.23,1249.21
ENSG00000185031,#N/A,0,1,-0.593336,0,0
ENSG00000185037,#N/A,0,1,-2.1783,17.5297,3.07309
ENSG00000185040,#N/A,0,1,1.40666,0,4.60963
ENSG00000185043,CIB1,0,1,-0.151436,1251.18,1192.36
ENSG00000185046,#N/A,0,1,-1.81573,13.1473,3.07309
ENSG00000185052,#N/A,0,1,0.991627,0,3.07309
ENSG00000185055,#N/A,0,1,0.165656,26.2946,32.2674
ENSG00000185065,#N/A,0,1,0.0587408,13.1473,15.3654
ENSG00000185070,FLRT2,0,1,0.0197636,3966.1,4254.69
ENSG00000185074,#N/A,0,1,-1.1783,4.38243,1.53654
ENSG00000185085,INTS5,0,1,-0.0288375,620.114,643.812
ENSG00000185090,MANEAL,0,1,0.0666311,942.223,1044.85
ENSG00000185101,#N/A,0,1,-2.59334,6.57365,0
ENSG00000185127,C6orf120,0,1,-0.00521599,2331.45,2458.47
ENSG00000185130,#N/A,0,1,0.281133,10.9561,15.3654
ENSG00000185158,LRRC37B,0,1,-0.0244162,460.156,479.401
ENSG00000185177,#N/A,0,1,-2.1783,4.38243,0
ENSG00000185182,#N/A,0,1,-0.178298,4.38243,4.60963
ENSG00000185189,NRBP2,0,1,0.0928869,771.308,871.22
ENSG00000185220,PGBD2,0,1,-0.341797,319.918,267.359
ENSG00000185236,RAB11B,0,1,-0.116988,2193.41,2140.4
ENSG00000185245,#N/A,0,1,-0.815728,13.1473,7.68272
ENSG00000185246,PRPF39,0,1,0.0717226,4207.14,4678.77
ENSG00000185247,#N/A,0,1,-0.593336,0,0
ENSG00000185252,ZNF74,0,1,-0.121355,841.427,818.977
ENSG00000185267,#N/A,0,1,-0.593336,10.9561,7.68272
ENSG00000185274,#N/A,0,1,1.99163,0,7.68272
ENSG00000185275,#N/A,0,1,-0.593336,0,0
ENSG00000185291,#N/A,0,1,-0.593336,0,0
ENSG00000185303,#N/A,0,1,-0.593336,0,0
ENSG00000185304,RGPD2,0,1,-0.396939,102.987,82.9733
ENSG00000185306,C12orf56,0,1,1.19516,21.9122,56.8521
ENSG00000185324,CDK10,0,1,-0.145455,997.004,954.193
ENSG00000185332,#N/A,0,1,-0.593336,0,0
ENSG00000185338,#N/A,0,1,-1.40069,13.1473,4.60963
ENSG00000185339,#N/A,0,1,-2.59334,6.57365,0
ENSG00000185340,GAS2L1,0,1,0.234025,580.673,723.712
ENSG00000185345,#N/A,0,1,-2.91526,8.76487,0
ENSG00000185347,TEDC1,0,1,-0.164688,460.156,434.842
ENSG00000185352,#N/A,0,1,1.99163,0,7.68272
ENSG00000185359,HGS,0,1,-0.102691,2848.58,2807.26
ENSG00000185372,#N/A,0,1,-0.593336,0,0
ENSG00000185386,MAPK11,0,1,-0.0263848,880.869,915.78
ENSG00000185418,TARS3,0,1,-0.120266,291.432,284.26
ENSG00000185433,#N/A,0,1,-0.593336,0,0
ENSG00000185442,#N/A,0,1,-1.59334,10.9561,3.07309
ENSG00000185475,TMEM179B,0,1,-0.0472243,602.585,617.69
ENSG00000185477,#N/A,0,1,-2.1783,4.38243,0
ENSG00000185485,SDHAP1,0,1,-0.0557762,720.91,734.468
ENSG00000185499,MUC1,0,1,-0.230766,59.1629,53.779
ENSG00000185504,FAAP100,0,1,-0.187429,692.425,643.812
ENSG00000185507,#N/A,0,1,-0.85637,37.2507,21.5116
ENSG00000185513,L3MBTL1,0,1,0.16798,306.77,365.697
ENSG00000185515,BRCC3,0,1,-0.0459124,2585.64,2650.54
ENSG00000185523,#N/A,0,1,-0.593336,0,0
ENSG00000185527,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000185551,NR2F2,0,1,-0.0650042,889.634,900.414
ENSG00000185561,#N/A,0,1,-0.593336,21.9122,15.3654
ENSG00000185565,#N/A,0,1,-0.593336,0,0
ENSG00000185567,AHNAK2,0,1,-0.0269968,26478.7,27494.9
ENSG00000185591,SP1,0,1,0.0155884,6757.71,7227.9
ENSG00000185596,#N/A,0,1,0.227194,475.494,590.033
ENSG00000185607,#N/A,0,1,-0.593336,0,0
ENSG00000185608,MRPL40,0,1,0.0639936,1417.72,1568.81
ENSG00000185614,#N/A,0,1,-0.593336,17.5297,12.2923
ENSG00000185615,#N/A,0,1,1.99163,0,7.68272
ENSG00000185619,PCGF3,0,1,0.00451022,2033.45,2158.84
ENSG00000185633,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000185634,#N/A,0,1,0.991627,0,3.07309
ENSG00000185640,#N/A,0,1,-1.44133,37.2507,13.8289
ENSG00000185658,BRWD1,0,1,0.00880689,4875.46,5190.44
ENSG00000185664,#N/A,0,1,-0.730839,21.9122,13.8289
ENSG00000185669,#N/A,0,1,1.99163,0,7.68272
ENSG00000185670,ZBTB3,0,1,-0.403233,153.385,122.923
ENSG00000185674,#N/A,0,1,0.785176,8.76487,18.4385
ENSG00000185684,EP400P1,0,1,0.261087,488.641,620.763
ENSG00000185686,PRAME,0,1,-0.129389,61.3541,59.9252
ENSG00000185716,MOSMO,0,1,-0.11774,1288.44,1256.89
ENSG00000185730,ZNF696,0,1,-0.0524767,677.086,691.444
ENSG00000185737,#N/A,0,1,0.522141,10.9561,18.4385
ENSG00000185753,CXorf38,0,1,0.0544867,539.039,593.106
ENSG00000185758,#N/A,0,1,-0.00837337,2.19122,3.07309
ENSG00000185761,ADAMTSL5,0,1,-0.277834,293.623,256.603
ENSG00000185774,#N/A,0,1,-1.00837,6.57365,3.07309
ENSG00000185800,DMWD,0,1,-0.00459173,1110.95,1172.38
ENSG00000185808,PIGP,0,1,-0.178298,536.848,502.45
ENSG00000185837,#N/A,0,1,1.40666,0,4.60963
ENSG00000185838,GNB1L,0,1,-0.26735,153.385,135.216
ENSG00000185860,#N/A,0,1,-2.91526,8.76487,0
ENSG00000185863,#N/A,0,1,-0.593336,0,0
ENSG00000185864,NPIPB4,0,1,0.105755,539.039,614.617
ENSG00000185869,#N/A,0,1,0.184272,13.1473,16.902
ENSG00000185873,#N/A,0,1,-2.91526,8.76487,0
ENSG00000185875,THNSL1,0,1,-0.181784,1132.86,1057.14
ENSG00000185880,TRIM69,0,1,0.116298,815.133,935.755
ENSG00000185885,#N/A,0,1,-3.1783,10.9561,0
ENSG00000185903,#N/A,0,1,-0.593336,0,0
ENSG00000185909,#N/A,0,1,-0.593336,0,0
ENSG00000185920,PTCH1,0,1,-0.14708,1049.59,1003.36
ENSG00000185947,ZNF267,0,1,-0.0516908,1281.86,1309.13
ENSG00000185955,#N/A,0,1,-1.40069,13.1473,4.60963
ENSG00000185958,#N/A,0,1,1.40666,0,4.60963
ENSG00000185972,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000185974,#N/A,0,1,0.991627,0,3.07309
ENSG00000185989,RASA3,0,1,0.0142849,4796.57,5125.91
ENSG00000186007,#N/A,0,1,0.406664,0,1.53654
ENSG00000186009,#N/A,0,1,0.991627,0,3.07309
ENSG00000186019,LOC100379224,0,1,0.63799,48.2068,81.4368
ENSG00000186026,ZNF284,0,1,0.193449,484.259,586.959
ENSG00000186051,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000186073,CDIN1,0,1,-0.157751,532.466,505.523
ENSG00000186081,#N/A,0,1,-2.91526,8.76487,0
ENSG00000186088,#N/A,0,1,-0.593336,17.5297,12.2923
ENSG00000186094,#N/A,0,1,0.686772,13.1473,24.5847
ENSG00000186104,CYP2R1,0,1,-0.0311447,977.283,1012.58
ENSG00000186105,#N/A,0,1,-0.593336,0,0
ENSG00000186111,PIP5K1C,0,1,-0.0983748,1036.45,1024.87
ENSG00000186118,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000186141,POLR3C,0,1,-0.0681993,2353.37,2375.5
ENSG00000186152,#N/A,0,1,-2.1783,4.38243,0
ENSG00000186153,WWOX,0,1,0.0802579,528.083,591.569
ENSG00000186162,CIDECP1,0,1,-0.188079,403.184,374.917
ENSG00000186166,CENATAC,0,1,-0.123587,1330.07,1292.23
ENSG00000186185,KIF18B,0,1,-0.0933232,2616.31,2595.22
ENSG00000186187,ZNRF1,0,1,0.0190421,606.967,651.494
ENSG00000186193,SAPCD2,0,1,0.0239443,1351.98,1455.11
ENSG00000186197,#N/A,0,1,-0.85637,24.1034,13.8289
ENSG00000186204,#N/A,0,1,-0.178298,4.38243,4.60963
ENSG00000186205,#N/A,0,1,-2.1783,4.38243,0
ENSG00000186222,BLOC1S4,0,1,0.102407,153.385,175.166
ENSG00000186231,#N/A,0,1,0.991627,0,3.07309
ENSG00000186265,#N/A,0,1,2.40666,0,10.7558
ENSG00000186272,ZNF17,0,1,-0.201329,482.068,444.061
ENSG00000186280,KDM4D,0,1,0.481952,59.1629,89.1195
ENSG00000186283,TOR3A,0,1,-0.219334,915.929,832.806
ENSG00000186301,#N/A,0,1,1.72859,0,6.14617
ENSG00000186310,NAP1L3,0,1,-0.201018,67.9277,62.9983
ENSG00000186312,CA5BP1,0,1,-0.341797,319.918,267.359
ENSG00000186314,PRELID2,0,1,-0.00837337,365.933,385.672
ENSG00000186318,BACE1,0,1,-0.00767354,1503.17,1582.64
ENSG00000186326,RGS9BP,0,1,-0.763261,56.9716,35.3405
ENSG00000186335,#N/A,0,1,-0.593336,0,0
ENSG00000186352,ANKRD37,0,1,0.0627097,70.1189,78.3637
ENSG00000186364,NUDT17,0,1,0.580312,92.0311,147.508
ENSG00000186367,#N/A,0,1,-0.593336,0,0
ENSG00000186399,#N/A,0,1,-0.593336,15.3385,10.7558
ENSG00000186416,NKRF,0,1,-0.0713046,1435.25,1445.89
ENSG00000186448,ZNF197,0,1,0.0691262,1652.18,1834.63
ENSG00000186451,#N/A,0,1,-0.593336,21.9122,15.3654
ENSG00000186469,#N/A,0,1,-0.593336,0,0
ENSG00000186472,#N/A,0,1,0.728592,24.1034,44.5598
ENSG00000186501,TMEM222,0,1,0.00140765,1500.98,1590.32
ENSG00000186517,#N/A,0,1,1.08474,8.76487,23.0481
ENSG00000186529,#N/A,0,1,-2.91526,8.76487,0
ENSG00000186566,GPATCH8,0,1,0.0404801,3751.36,4082.6
ENSG00000186603,#N/A,0,1,-0.593336,2.19122,1.53654
ENSG00000186615,KTN1-AS1,0,1,-0.187061,631.071,586.959
ENSG00000186628,#N/A,0,1,2.99163,0,16.902
ENSG00000186645,#N/A,0,1,0.406664,0,1.53654
ENSG00000186648,#N/A,0,1,0.494127,15.3385,24.5847
ENSG00000186652,#N/A,0,1,-2.59334,6.57365,0
ENSG00000186654,PRR5,0,1,0.392165,107.37,150.581
ENSG00000186665,C17orf58,0,1,0.180815,837.045,1004.9
ENSG00000186666,BCDIN3D,0,1,-0.119405,313.344,305.772
ENSG00000186675,#N/A,0,1,0.629057,4.38243,9.21926
ENSG00000186676,#N/A,0,1,-2.1783,4.38243,0
ENSG00000186684,CYP27C1,0,1,-0.0121649,832.662,874.293
ENSG00000186687,LYRM7,0,1,-0.044923,3413.92,3501.78
ENSG00000186704,#N/A,0,1,0.107104,15.3385,18.4385
ENSG00000186710,#N/A,0,1,-1.1783,10.9561,4.60963
ENSG00000186714,#N/A,0,1,-0.00837337,10.9561,12.2923
ENSG00000186715,#N/A,0,1,-1.00837,15.3385,7.68272
ENSG00000186743,#N/A,0,1,-1.59334,2.19122,0
ENSG00000186765,#N/A,0,1,0.406664,4.38243,7.68272
ENSG00000186767,SPIN4,0,1,0.0994201,2568.11,2911.75
ENSG00000186787,SPIN2B,0,1,0.0281525,83.2662,90.656
ENSG00000186792,HYAL3,0,1,0.356038,61.3541,84.5099
ENSG00000186803,#N/A,0,1,-1.59334,2.19122,0
ENSG00000186806,VSIG10L,0,1,-0.223386,140.238,127.533
ENSG00000186810,#N/A,0,1,-2.59334,6.57365,0
ENSG00000186815,TPCN1,0,1,0.114696,1211.74,1389.03
ENSG00000186818,#N/A,0,1,0.406664,0,1.53654
ENSG00000186825,#N/A,0,1,0.406664,0,1.53654
ENSG00000186827,#N/A,0,1,0.991627,0,3.07309
ENSG00000186832,#N/A,0,1,-3.1783,10.9561,0
ENSG00000186862,#N/A,0,1,0.044094,17.5297,19.9751
ENSG00000186867,#N/A,0,1,2.99163,0,16.902
ENSG00000186889,TMEM17,0,1,-0.57131,140.238,99.8753
ENSG00000186907,RTN4RL2,0,1,0.34347,74.5014,101.412
ENSG00000186908,ZDHHC17,0,1,-0.000127564,3310.93,3503.32
ENSG00000186912,#N/A,0,1,0.991627,0,3.07309
ENSG00000186919,#N/A,0,1,-1.3303,8.76487,3.07309
ENSG00000186940,#N/A,0,1,-0.593336,6.57365,4.60963
ENSG00000186952,#N/A,0,1,1.8661,2.19122,15.3654
ENSG00000186960,#N/A,0,1,-0.593336,0,0
ENSG00000186976,#N/A,0,1,-0.593336,13.1473,9.21926
ENSG00000186977,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000186994,#N/A,0,1,1.72859,0,6.14617
ENSG00000187017,#N/A,0,1,-2.1783,4.38243,0
ENSG00000187024,PTRH1,0,1,-0.649919,111.752,75.2906
ENSG00000187045,#N/A,0,1,-2.1783,4.38243,0
ENSG00000187048,#N/A,0,1,-0.593336,0,0
ENSG00000187049,TMEM216,0,1,-0.131432,346.212,334.966
ENSG00000187054,#N/A,0,1,-1.59334,2.19122,0
ENSG00000187066,TMEM262,0,1,-0.12621,72.3102,70.681
ENSG00000187068,#N/A,0,1,0.991627,0,3.07309
ENSG00000187094,#N/A,0,1,-2.1783,4.38243,0
ENSG00000187098,MITF,0,1,-0.216332,482.068,439.451
ENSG00000187105,#N/A,0,1,2.21402,0,9.21926
ENSG00000187118,CMC1,0,1,-0.0189233,799.794,835.879
ENSG00000187122,#N/A,0,1,0.599309,28.4858,47.6328
ENSG00000187123,#N/A,0,1,0.576589,6.57365,12.2923
ENSG00000187134,#N/A,0,1,-2.59334,6.57365,0
ENSG00000187144,#N/A,0,1,1.40666,0,4.60963
ENSG00000187151,#N/A,0,1,-0.593336,0,0
ENSG00000187172,BAGE2,0,1,-0.0958362,72.3102,72.2175
ENSG00000187173,#N/A,0,1,-0.593336,0,0
ENSG00000187186,#N/A,0,1,-0.593336,0,0
ENSG00000187187,ZNF546,0,1,-0.330301,304.579,256.603
ENSG00000187193,MT1X,0,1,0.0673062,1001.39,1110.92
ENSG00000187244,BCAM,0,1,-0.205565,495.215,454.817
ENSG00000187257,RSBN1L,0,1,0.0765155,2552.77,2848.75
ENSG00000187260,#N/A,0,1,0.14363,4.38243,6.14617
ENSG00000187266,EPOR,0,1,-0.324149,168.724,142.899
ENSG00000187323,#N/A,0,1,-0.593336,0,0
ENSG00000187372,#N/A,0,1,0.406664,8.76487,13.8289
ENSG00000187391,#N/A,0,1,-1.00837,6.57365,3.07309
ENSG00000187398,#N/A,0,1,-0.593336,0,0
ENSG00000187474,#N/A,0,1,-0.593336,0,0
ENSG00000187479,#N/A,0,1,-2.1783,4.38243,0
ENSG00000187486,KCNJ11,0,1,0.696171,37.2507,66.0714
ENSG00000187504,#N/A,0,1,-0.593336,0,0
ENSG00000187513,#N/A,0,1,-0.593336,0,0
ENSG00000187514,PTMA,0,1,-0.00447112,62022.4,65415.3
ENSG00000187527,#N/A,0,1,1.40666,0,4.60963
ENSG00000187535,IFT140,0,1,-0.168117,771.308,726.785
ENSG00000187536,#N/A,0,1,0.406664,0,1.53654
ENSG00000187550,#N/A,0,1,-0.593336,0,0
ENSG00000187554,#N/A,0,1,-3.1783,10.9561,0
ENSG00000187555,USP7,0,1,-0.00395431,8331.01,8790.56
ENSG00000187556,#N/A,0,1,-0.593336,0,0
ENSG00000187559,#N/A,0,1,-1.59334,2.19122,0
ENSG00000187583,PLEKHN1,0,1,-0.418838,151.194,119.85
ENSG00000187589,#N/A,0,1,-0.00837337,2.19122,3.07309
ENSG00000187601,MAGEH1,0,1,0.0917908,109.561,124.46
ENSG00000187607,ZNF286A,0,1,0.0688918,1351.98,1501.2
ENSG00000187609,EXD3,0,1,-0.374696,118.326,96.8022
ENSG00000187624,C17orf97,0,1,0.406664,46.0156,66.0714
ENSG00000187626,ZKSCAN4,0,1,-0.236401,247.608,222.799
ENSG00000187627,RGPD1,0,1,0.305735,78.8838,104.485
ENSG00000187634,SAMD11,0,1,0.10181,89.8399,102.948
ENSG00000187642,PERM1,0,1,-0.930371,50.398,27.6578
ENSG00000187650,VMAC,0,1,-0.65223,52.5892,35.3405
ENSG00000187676,B3GLCT,0,1,-0.0596921,541.231,550.082
ENSG00000187682,#N/A,0,1,0.991627,0,3.07309
ENSG00000187686,#N/A,0,1,-2.00837,15.3385,3.07309
ENSG00000187713,TMEM203,0,1,0.160565,1185.45,1402.86
ENSG00000187720,THSD4,0,1,-0.0516266,170.915,175.166
ENSG00000187726,#N/A,0,1,1.28113,4.38243,15.3654
ENSG00000187730,#N/A,0,1,-2.1783,4.38243,0
ENSG00000187736,NHEJ1,0,1,-0.104717,563.143,554.692
ENSG00000187753,#N/A,0,1,-0.593336,0,0
ENSG00000187762,#N/A,0,1,-1.59334,2.19122,0
ENSG00000187775,DNAH17,0,1,-0.00837337,67.9277,72.2175
ENSG00000187791,#N/A,0,1,-0.593336,0,0
ENSG00000187796,CARD9,0,1,-0.785981,50.398,30.7309
ENSG00000187808,#N/A,0,1,1.57659,2.19122,12.2923
ENSG00000187848,#N/A,0,1,0.406664,0,1.53654
ENSG00000187860,CCDC157,0,1,0.0985418,140.238,159.8
ENSG00000187866,FAM122A,0,1,-0.0440602,834.854,857.391
ENSG00000187867,PALM3,0,1,0.517088,94.2223,144.435
ENSG00000187889,#N/A,0,1,-0.593336,0,0
ENSG00000187902,#N/A,0,1,0.5062,13.1473,21.5116
ENSG00000187904,#N/A,0,1,-1.00837,6.57365,3.07309
ENSG00000187905,#N/A,0,1,-0.593336,0,0
ENSG00000187944,#N/A,0,1,-0.593336,0,0
ENSG00000187950,OVCH1,0,1,0.199222,120.517,147.508
ENSG00000187952,#N/A,0,1,1.99163,2.19122,16.902
ENSG00000187953,PMS2CL,0,1,-0.306238,475.494,407.184
ENSG00000187954,CYHR1,0,1,-0.0328679,1516.32,1568.81
ENSG00000187959,#N/A,0,1,-0.593336,0,0
ENSG00000187987,ZSCAN23,0,1,0.0746824,195.018,218.189
ENSG00000187988,#N/A,0,1,-0.178298,4.38243,4.60963
ENSG00000187994,#N/A,0,1,-0.593336,0,0
ENSG00000188000,#N/A,0,1,-0.178298,4.38243,4.60963
ENSG00000188002,#N/A,0,1,0.821702,4.38243,10.7558
ENSG00000188010,MORN2,0,1,0.281133,365.933,471.719
ENSG00000188015,#N/A,0,1,-1.59334,24.1034,7.68272
ENSG00000188021,UBQLN2,0,1,0.128679,1060.55,1227.7
ENSG00000188026,RILPL1,0,1,-0.0569033,571.908,582.35
ENSG00000188033,ZNF490,0,1,-0.163943,162.15,153.654
ENSG00000188039,#N/A,0,1,-2.91526,8.76487,0
ENSG00000188042,ARL4C,0,1,-0.0210074,2175.88,2269.47
ENSG00000188050,#N/A,0,1,-0.593336,0,0
ENSG00000188051,#N/A,0,1,2.57659,0,12.2923
ENSG00000188060,#N/A,0,1,-2.1783,4.38243,0
ENSG00000188107,#N/A,0,1,1.29975,13.1473,38.4136
ENSG00000188124,#N/A,0,1,-1.1783,10.9561,4.60963
ENSG00000188152,#N/A,0,1,0.599309,13.1473,23.0481
ENSG00000188157,AGRN,0,1,0.102449,2614.12,2970.14
ENSG00000188158,NHS,0,1,-0.163807,920.311,869.683
ENSG00000188163,#N/A,0,1,0.406664,0,1.53654
ENSG00000188167,TMPPE,0,1,-0.264387,177.489,156.727
ENSG00000188175,#N/A,0,1,-0.593336,0,0
ENSG00000188177,ZC3H6,0,1,0.180556,352.786,424.086
ENSG00000188185,#N/A,0,1,0.151009,254.181,299.626
ENSG00000188199,#N/A,0,1,0.172199,19.721,24.5847
ENSG00000188215,DCUN1D3,0,1,-0.285214,457.964,397.965
ENSG00000188219,POTEE,0,1,0.254661,41.6331,53.779
ENSG00000188227,ZNF793,0,1,-0.0173065,707.763,740.614
ENSG00000188234,AGAP4,0,1,0.290523,394.419,511.669
ENSG00000188242,#N/A,0,1,0.044094,17.5297,19.9751
ENSG00000188266,#N/A,0,1,-1.23077,28.4858,12.2923
ENSG00000188277,C15orf62,0,1,-0.13877,56.9716,55.3156
ENSG00000188283,ZNF383,0,1,0.0356415,587.246,637.665
ENSG00000188293,#N/A,0,1,-2.1783,4.38243,0
ENSG00000188295,ZNF669,0,1,-0.082374,348.404,348.795
ENSG00000188305,#N/A,0,1,1.40666,0,4.60963
ENSG00000188312,CENPP,0,1,0.0306687,876.487,948.047
ENSG00000188313,PLSCR1,0,1,0.0542881,1807.75,1986.75
ENSG00000188321,ZNF559,0,1,0.182104,484.259,582.35
ENSG00000188365,#N/A,0,1,2.21402,0,9.21926
ENSG00000188372,ZP3,0,1,-0.0766933,455.773,457.89
ENSG00000188375,#N/A,0,1,-1.10791,19.721,9.21926
ENSG00000188383,#N/A,0,1,0.991627,0,3.07309
ENSG00000188385,#N/A,0,1,-0.593336,4.38243,3.07309
ENSG00000188388,#N/A,0,1,-1.59334,2.19122,0
ENSG00000188389,#N/A,0,1,-0.593336,0,0
ENSG00000188452,#N/A,0,1,1.40666,0,4.60963
ENSG00000188459,#N/A,0,1,-0.593336,8.76487,6.14617
ENSG00000188460,#N/A,0,1,-0.00837337,2.19122,3.07309
ENSG00000188483,IER5L,0,1,0.5062,43.8243,67.6079
ENSG00000188487,#N/A,0,1,-0.593336,0,0
ENSG00000188493,C19orf54,0,1,-0.261416,565.334,499.377
ENSG00000188505,#N/A,0,1,-0.593336,0,0
ENSG00000188511,C22orf34,0,1,-0.0575462,411.949,419.476
ENSG00000188512,#N/A,0,1,-1.00837,6.57365,3.07309
ENSG00000188523,#N/A,0,1,-1.59334,2.19122,0
ENSG00000188536,#N/A,0,1,-0.593336,6.57365,4.60963
ENSG00000188542,DUSP28,0,1,-0.0299065,195.018,202.824
ENSG00000188559,RALGAPA2,0,1,0.0277359,2274.48,2453.86
ENSG00000188573,#N/A,0,1,-0.593336,0,0
ENSG00000188582,#N/A,0,1,1.28113,4.38243,15.3654
ENSG00000188599,NPIPP1,0,1,0.214019,67.9277,84.5099
ENSG00000188610,FAM72B,0,1,0.0458443,3221.09,3518.68
ENSG00000188611,ASAH2,0,1,-0.441333,135.855,106.021
ENSG00000188613,NANOS1,0,1,-0.0190998,96.4136,101.412
ENSG00000188626,#N/A,0,1,1.40666,0,4.60963
ENSG00000188629,ZNF177,0,1,-0.116898,98.6048,96.8022
