entrez	pval	logfc
55588	0.882782335579921	0.1
57491	0.106443883095029	-1.3
10838	0.870861223481946	0.1
8776	0.620383793878496	-0.3
2817	0.0444288071957639	-1.0
57143	0.0035082293050048	-2.0
3029	0.0867067356650011	-0.9
6047	0.0380043637621147	0.9
841	0.828955446428253	-0.1
22998	0.0387314489524774	0.9
55726	0.0708301950057579	0.7
51768	0.226855395815532	0.6
1747	0.749192512215719	0.5
53340	0.296440569771124	-0.7
10077	0.071635741700193	-1.8
8839	0.17165289867654	1.3
58524	0.816774363165897	-0.4
10402	0.658155600041333	0.3
9914	0.279958186953455	-1.1
4804	0.636579772550608	0.4
50937	0.384962667536651	-0.6
6873	0.0956022890175998	0.5
28996	0.937279299842175	0.0
23534	0.849089998463432	-0.1
8625	0.023757606995546	-1.7
54929	0.0110870914571575	-1.8
9170	0.0003997023877045	-2.5
5476	0.719175754794781	-0.2
10147	0.17708512600057	-0.6
6558	0.775943997232973	-0.1
28966	0.874117098058707	-0.1
2139	0.76085251147495	0.3
1265	0.793561861650836	0.2
10347	0.626501840387286	-0.5
9627	0.921575132347441	0.1
11218	0.999763368401895	0.0
53339	0.0537565206467148	0.7
55711	0.731376807191966	-0.2
8537	0.0018737433207455	-2.4
5449	0.473648286963532	-1.0
1117	0.903148936781983	0.2
22904	0.257840321022241	1.0
5378	0.492975005151635	0.3
10362	0.306363469053343	-0.6
